OrderID,OrderDate,Region,Category,UnitsSold,UnitPrice,Revenue
1057,2026-03-31,North,Electronics,47.0,245.9,11557.300000000001
1058,2026-02-22,West,Clothing,32.0,437.34,13994.88
1059,2026-05-10,West,Beauty,10.0,450.85,4508.5
1060,2026-03-25,West,Electronics,16.0,213.75,3420.0
1061,2026-04-02,West,Electronics,7.0,142.03,994.21
1062,2026-04-21,North,Home & Kitchen,17.0,298.21,5069.57
1063,2026-07-07,South,Sports,23.0,456.62,10502.26
1064,2026-07-18,North,Beauty,26.0,109.28,2841.28
1065,2026-06-21,West,Clothing,21.0,313.37,6580.77
1066,2026-01-08,West,Beauty,22.0,317.62,6987.64
1067,2026-06-24,North,Clothing,7.0,367.89,2575.23
1068,2026-02-04,East,Sports,14.0,70.13,981.8199999999999
1069,2026-03-22,West,Clothing,15.0,359.33,5389.95
1070,2026-06-13,West,Home & Kitchen,7.0,454.97,3184.79
1071,2026-02-19,West,Home & Kitchen,9.0,93.94,845.46
1072,2026-04-14,South,Home & Kitchen,48.0,122.58,5883.84
1073,2026-05-12,East,Home & Kitchen,8.0,485.84,3886.72
1074,2026-01-02,West,Beauty,23.0,94.58,2175.34
1075,2026-05-14,North,Sports,29.0,427.92,12409.68
1076,2026-02-23,North,Clothing,18.0,248.68,4476.24
1077,2026-04-16,North,Clothing,31.0,127.38,3948.7799999999997
1078,2026-01-04,East,Home & Kitchen,30.0,436.02,13080.599999999999
1079,2026-02-23,East,Home & Kitchen,39.0,225.43,8791.77
1080,2026-07-10,North,Electronics,35.0,259.83,9094.05
1081,2026-05-26,West,Sports,18.0,182.82,3290.7599999999998
1082,2026-02-13,East,Beauty,42.0,298.51,12537.42
1083,2026-06-11,North,Clothing,39.0,85.94,3351.66
1084,2026-07-09,North,Electronics,17.0,198.59,3376.03
1085,2026-01-14,West,Electronics,14.0,484.86,6788.04
1086,2026-04-05,South,Clothing,31.0,132.78,4116.18
1087,2026-02-17,East,Beauty,24.0,330.08,7921.92
1088,2026-01-15,West,Electronics,35.0,165.97,5808.95
1089,2026-07-19,North,Electronics,44.0,387.87,17066.28
1090,2026-07-09,North,Sports,45.0,69.78,3140.1
1091,2026-02-09,West,Beauty,26.0,485.06,12611.56
1092,2026-03-23,East,Electronics,3.0,229.63,688.89
1093,2026-04-21,South,Beauty,37.0,121.84,4508.08
1094,2026-02-22,South,Clothing,43.0,41.38,1779.3400000000001
1095,2026-01-24,North,Home & Kitchen,40.0,89.03,3561.2
1096,2026-06-03,East,Electronics,26.0,262.29,6819.540000000001
1097,2026-07-07,South,Sports,23.0,171.82,3951.8599999999997
1098,2026-05-04,East,Clothing,44.0,415.3,18273.2
1099,2026-02-10,East,Beauty,39.0,218.29,8513.31
1100,2026-06-06,North,Clothing,15.0,128.11,1921.65
1101,2026-01-15,South,Electronics,49.0,310.49,15214.01
1102,2026-02-14,West,Beauty,26.0,354.85,9226.1
1103,2026-03-06,North,Home & Kitchen,29.0,87.69,2543.0099999999998
1104,2026-03-30,South,Clothing,22.0,87.97,1935.34
1105,2026-03-12,South,Electronics,25.0,23.15,578.75
1106,2026-01-09,South,Sports,13.0,369.52,4803.76
1107,2026-03-29,South,Beauty,18.0,333.58,6004.44
1108,2026-05-09,South,Clothing,33.0,239.94,7918.0199999999995
1109,2026-05-16,East,Clothing,16.0,422.86,6765.76
1110,2026-03-04,North,Home & Kitchen,45.0,403.81,18171.45
1111,2026-05-19,East,Home & Kitchen,42.0,294.75,12379.5
1112,2026-03-22,West,Sports,44.0,434.79,19130.760000000002
1113,2026-05-16,South,Sports,2.0,106.89,213.78
1114,2026-06-12,North,Electronics,35.0,60.4,2114.0
1115,2026-06-12,South,Electronics,42.0,138.53,5818.26
1116,2026-02-02,North,Sports,34.0,33.26,1130.84
1117,2026-05-03,East,Sports,30.0,267.93,8037.900000000001
1118,2026-01-05,North,Beauty,13.0,468.62,6092.06
1119,2026-02-10,West,Home & Kitchen,13.0,24.48,318.24
1120,2026-01-28,West,Electronics,18.0,65.44,1177.92
1121,2026-05-15,North,Home & Kitchen,32.0,228.84,7322.88
1122,2026-03-13,North,Home & Kitchen,32.0,467.27,14952.64
1123,2026-01-12,North,Sports,35.0,161.5,5652.5
1124,2026-06-11,North,Beauty,39.0,256.08,9987.119999999999
1125,2026-02-02,West,Clothing,46.0,25.58,1176.6799999999998
1126,2026-02-17,South,Beauty,29.0,78.43,2274.4700000000003
1127,2026-05-31,North,Beauty,49.0,493.38,24175.62
1128,2026-03-03,North,Home & Kitchen,29.0,482.73,13999.17
1129,2026-02-06,West,Beauty,44.0,7.45,327.8
1130,2026-04-09,West,Electronics,16.0,476.15,7618.4
1131,2026-06-21,East,Home & Kitchen,44.0,321.36,14139.84
1132,2026-04-14,North,Electronics,47.0,434.62,20427.14
1133,2026-02-04,East,Clothing,10.0,230.1,2301.0
1134,2026-07-12,West,Home & Kitchen,30.0,260.22,7806.6
1135,2026-04-11,West,Clothing,25.0,246.98,6174.5
1136,2026-06-24,South,Home & Kitchen,39.0,335.1,13068.900000000001
1137,2026-05-11,North,Sports,20.0,74.13,1482.6
1138,2026-01-01,East,Beauty,5.0,19.84,99.2
1139,2026-01-05,West,Sports,1.0,157.43,157.43
1140,2026-05-22,West,Clothing,30.0,353.82,10614.6
1141,2026-04-13,East,Beauty,49.0,104.92,5141.08
1142,2026-01-27,South,Home & Kitchen,3.0,338.35,1015.0500000000001
1143,2026-05-17,West,Beauty,45.0,485.11,21829.95
1144,2026-01-15,North,Electronics,14.0,51.48,720.7199999999999
1145,2026-03-31,North,Beauty,30.0,337.94,10138.2
1146,2026-02-11,North,Electronics,4.0,224.66,898.64
1147,2026-05-04,East,Beauty,18.0,434.73,7825.14
1148,2026-06-28,North,Electronics,37.0,92.69,3429.5299999999997
1149,2026-03-04,East,Clothing,25.0,347.85,8696.25
1150,2026-04-06,North,Sports,48.0,419.87,20153.760000000002
1151,2026-02-21,East,Home & Kitchen,1.0,472.58,472.58
1152,2026-04-06,North,Beauty,46.0,343.21,15787.66
1153,2026-05-12,South,Sports,15.0,251.1,3766.5
1154,2026-05-31,North,Home & Kitchen,9.0,310.83,2797.47
1155,2026-05-23,North,Home & Kitchen,15.0,435.11,6526.650000000001
1156,2026-06-20,South,Electronics,49.0,287.45,14085.05
1157,2026-01-29,West,Clothing,24.0,20.04,480.96
1158,2026-02-05,West,Clothing,4.0,465.82,1863.28
1159,2026-01-13,North,Sports,12.0,346.32,4155.84
1160,2026-06-09,South,Clothing,37.0,339.87,12575.19
1161,2026-03-12,North,Beauty,37.0,111.76,4135.12
1162,2026-07-06,East,Clothing,43.0,331.15,14239.449999999999
1163,2026-03-27,East,Sports,6.0,199.96,1199.76
1164,2026-01-28,North,Clothing,39.0,327.36,12767.04
1165,2026-03-07,West,Beauty,46.0,57.76,2656.96
1166,2026-06-19,West,Electronics,24.0,330.63,7935.12
1167,2026-02-14,North,Sports,11.0,499.71,5496.8099999999995
1168,2026-03-03,North,Electronics,13.0,28.86,375.18
1169,2026-07-04,East,Electronics,34.0,488.7,16615.8
1170,2026-05-14,West,Electronics,72.5,206.42,14965.449999999999
1171,2026-01-28,North,Home & Kitchen,7.0,436.02,3052.14
1172,2026-01-28,East,Home & Kitchen,4.0,392.28,1569.12
1173,2026-04-18,West,Electronics,8.0,285.67,2285.36
1174,2026-02-13,South,Sports,20.0,370.53,7410.599999999999
1175,2026-03-25,East,Beauty,29.0,233.715,6777.735
1176,2026-01-30,West,Beauty,45.0,205.05,9227.25
1177,2026-07-09,West,Clothing,46.0,270.23,12430.580000000002
1178,2026-03-16,East,Sports,26.0,335.46,8721.96
1179,2026-05-08,South,Home & Kitchen,43.0,404.88,17409.84
1180,2026-04-02,East,Electronics,34.0,382.33,12999.22
1181,2026-07-09,West,Clothing,26.0,399.92,10397.92
1182,2026-05-09,North,Beauty,41.0,220.61,9045.01
1183,2026-05-01,North,Home & Kitchen,49.0,409.83,20081.67
1184,2026-01-27,East,Home & Kitchen,3.0,64.5,193.5
1185,2026-07-09,West,Electronics,6.0,274.52,1647.12
1186,2026-05-01,North,Beauty,5.0,7.85,39.25
1187,2026-04-26,West,Sports,5.0,165.67,828.3499999999999
1188,2026-01-03,East,Home & Kitchen,47.0,186.4,8760.800000000001
1189,2026-04-13,North,Electronics,23.0,201.11,4625.530000000001
1190,2026-07-17,West,Sports,49.0,349.26,17113.739999999998
1191,2026-07-19,North,Beauty,9.0,197.34,1776.06
1192,2026-06-04,East,Home & Kitchen,35.0,227.1,7948.5
1193,2026-05-17,West,Sports,20.0,122.58,2451.6
1194,2026-03-03,North,Sports,49.0,189.76,9298.24
1195,2026-06-14,East,Sports,42.0,117.5,4935.0
1196,2026-02-20,North,Home & Kitchen,35.0,41.23,1443.05
1197,2026-06-21,North,Home & Kitchen,18.0,303.71,5466.78
1198,2026-06-01,South,Clothing,17.0,335.77,5708.09
1199,2026-02-28,South,Beauty,24.0,233.715,5609.16
1200,2026-04-28,East,Electronics,3.0,234.43,703.29
1201,2026-06-09,South,Sports,32.0,192.99,6175.68
1202,2026-04-06,East,Clothing,35.0,432.35,15132.25
1203,2026-06-29,South,Electronics,38.0,261.95,9954.1
1204,2026-04-23,North,Clothing,13.0,242.2,3148.6
1205,2026-03-03,East,Home & Kitchen,47.0,17.69,831.4300000000001
1206,2026-07-05,East,Sports,25.0,173.92,4348.0
1207,2026-02-21,North,Electronics,9.0,193.2,1738.8
1208,2026-01-12,North,Electronics,4.0,202.42,809.68
1209,2026-02-08,East,Electronics,72.5,292.19,21183.775
1210,2026-05-10,South,Electronics,37.0,269.13,9957.81
1211,2026-05-11,East,Electronics,34.0,305.91,10400.94
1212,2026-04-23,West,Clothing,11.0,383.62,4219.82
1213,2026-04-11,North,Sports,41.0,407.43,16704.63
1214,2026-04-23,North,Home & Kitchen,3.0,360.47,1081.41
1215,2026-07-03,South,Home & Kitchen,28.0,274.83500000000004,7695.380000000001
1216,2026-03-22,West,Home & Kitchen,29.0,14.03,406.87
1217,2026-07-06,North,Home & Kitchen,9.0,101.91,917.1899999999999
1218,2026-04-23,North,Clothing,3.0,8.74,26.22
1219,2026-01-02,South,Beauty,25.0,325.5,8137.5
1220,2026-05-10,East,Sports,34.0,449.53,15284.019999999999
1221,2026-02-23,South,Electronics,12.0,125.52,1506.24
1222,2026-03-28,North,Beauty,42.0,463.88,19482.96
1223,2026-05-09,West,Home & Kitchen,9.0,34.83,313.46999999999997
1224,2026-05-27,South,Beauty,15.0,467.55,7013.25
1225,2026-05-06,North,Sports,40.0,227.005,9080.2
1226,2026-05-10,South,Electronics,25.0,55.2,1380.0
1227,2026-02-22,East,Electronics,5.0,245.51,1227.55
1228,2026-06-21,South,Sports,11.0,132.1,1453.1
1229,2026-06-09,South,Sports,34.0,146.01,4964.34
1230,2026-07-17,North,Home & Kitchen,24.0,157.11,3770.6400000000003
1231,2026-06-09,North,Electronics,15.0,402.5,6037.5
1232,2026-03-09,North,Beauty,38.0,271.88,10331.44
1233,2026-07-02,South,Clothing,8.0,159.1,1272.8
1234,2026-07-03,East,Clothing,5.0,307.12,1535.6
1235,2026-05-03,West,Sports,48.0,359.49,17255.52
1236,2026-05-25,West,Home & Kitchen,26.0,139.95,3638.7
1237,2026-02-07,North,Clothing,18.0,209.71,3774.78
1238,2026-01-24,North,Electronics,6.0,65.33,391.98
1239,2026-03-10,South,Sports,37.0,94.67,3502.79
1240,2026-04-26,West,Beauty,48.0,342.15,16423.199999999997
1241,2026-04-08,North,Sports,13.0,94.81,1232.53
1242,2026-07-17,East,Beauty,28.0,264.96,7418.879999999999
1243,2026-05-19,East,Sports,5.0,355.98,1779.9
1244,2026-05-24,North,Sports,72.5,57.9,4197.75
1245,2026-04-07,North,Sports,17.0,285.82,4858.94
1246,2026-05-04,West,Beauty,40.0,132.0,5280.0
1247,2026-07-06,West,Beauty,45.0,481.65,21674.25
1248,2026-03-11,South,Sports,32.0,244.36,7819.52
1249,2026-04-03,West,Clothing,29.0,403.97,11715.130000000001
1250,2026-01-03,East,Home & Kitchen,3.0,277.36,832.08
1251,2026-05-28,East,Home & Kitchen,40.0,26.49,1059.6
1252,2026-07-06,North,Home & Kitchen,34.0,318.41,10825.94
1253,2026-06-13,North,Beauty,40.0,475.94,19037.6
1254,2026-05-27,South,Beauty,27.0,302.8,8175.6
1255,2026-03-31,East,Clothing,13.0,410.5,5336.5
1256,2026-07-14,East,Home & Kitchen,45.0,442.68,19920.6
1257,2026-05-27,South,Home & Kitchen,26.0,117.9,3065.4
1258,2026-05-28,South,Sports,6.0,109.96,659.76
1259,2026-04-06,East,Beauty,24.0,307.44,7378.5599999999995
1260,2026-07-18,East,Home & Kitchen,19.0,208.46,3960.7400000000002
1261,2026-02-21,South,Clothing,16.0,420.73,6731.68
1262,2026-06-10,East,Clothing,40.0,450.51,18020.4
1263,2026-06-17,North,Home & Kitchen,28.0,179.94,5038.32
1264,2026-05-08,North,Beauty,33.0,122.25,4034.25
1265,2026-02-08,South,Clothing,48.0,391.36,18785.28
1266,2026-03-23,West,Sports,41.0,141.03,5782.2300000000005
1267,2026-04-14,South,Clothing,13.0,412.19,5358.47
1268,2026-05-09,South,Electronics,43.0,214.75,9234.25
1269,2026-01-11,West,Electronics,45.0,335.44,15094.8
1270,2026-07-04,West,Beauty,25.0,52.29,1307.25
1271,2026-06-27,West,Home & Kitchen,42.0,313.81,13180.02
1272,2026-05-31,North,Beauty,36.0,228.63,8230.68
1273,2026-06-08,East,Beauty,27.0,295.37,7974.99
1274,2026-02-11,North,Beauty,38.0,88.17,3350.46
1275,2026-04-09,East,Beauty,7.0,369.75,2588.25
1276,2026-01-07,North,Sports,26.0,432.08,11234.08
1277,2026-05-24,East,Sports,43.0,112.29,4828.47
1278,2026-03-31,North,Clothing,45.0,52.38,2357.1
1279,2026-04-22,West,Electronics,31.0,16.7,517.6999999999999
1280,2026-03-01,South,Beauty,23.0,233.715,5375.445
1281,2026-04-23,North,Clothing,42.0,305.51,12831.42
1282,2026-01-02,East,Electronics,10.0,275.62,2756.2
1283,2026-05-09,West,Home & Kitchen,32.0,119.81,3833.92
1284,2026-02-17,North,Sports,43.0,198.5,8535.5
1285,2026-05-20,North,Electronics,72.5,299.27,21697.074999999997
1286,2026-07-16,West,Home & Kitchen,39.0,250.9,9785.1
1287,2026-02-06,North,Electronics,72.5,245.9,17827.75
1288,2026-06-09,South,Sports,18.0,72.54,1305.72
1289,2026-01-09,North,Sports,36.0,349.1,12567.6
1290,2026-04-09,South,Clothing,2.0,205.14,410.28
1291,2026-05-27,South,Beauty,14.0,216.96,3037.44
1292,2026-02-17,West,Electronics,13.0,360.21,4682.73
1293,2026-05-11,North,Electronics,29.0,347.76,10085.039999999999
1294,2026-05-28,West,Home & Kitchen,12.0,495.67,5948.04
1295,2026-06-01,North,Sports,39.0,68.56,2673.84
1296,2026-02-23,North,Electronics,72.5,56.53,4098.425
1297,2026-04-30,East,Sports,32.0,363.55,11633.6
1298,2026-06-10,North,Electronics,13.0,291.3,3786.9
1299,2026-06-01,West,Clothing,46.0,140.71,6472.660000000001
1300,2026-04-26,South,Beauty,27.0,44.31,1196.3700000000001
1301,2026-03-16,North,Electronics,49.0,47.4,2322.6
1302,2026-04-23,East,Sports,41.0,447.62,18352.420000000002
1303,2026-07-19,West,Clothing,17.0,99.97,1699.49
1304,2026-06-13,North,Electronics,40.0,165.07,6602.799999999999
1305,2026-06-15,West,Home & Kitchen,31.0,117.19,3632.89
1306,2026-04-14,East,Beauty,34.0,180.72,6144.48
1307,2026-03-25,East,Electronics,24.0,39.36,944.64
1308,2026-04-22,West,Clothing,45.0,261.93,11786.85
1309,2026-04-09,North,Home & Kitchen,35.0,38.47,1346.45
1310,2026-06-02,South,Clothing,48.0,401.18,19256.64
1311,2026-04-03,East,Clothing,6.0,120.69,724.14
1312,2026-05-26,North,Home & Kitchen,19.0,272.31,5173.89
1313,2026-05-08,North,Clothing,30.0,440.64,13219.199999999999
1314,2026-04-20,South,Home & Kitchen,7.0,327.18,2290.26
1315,2026-03-23,East,Electronics,10.0,268.81,2688.1
1316,2026-07-13,East,Home & Kitchen,41.0,165.55,6787.55
1317,2026-02-23,North,Home & Kitchen,26.0,169.84,4415.84
1318,2026-06-12,North,Beauty,34.0,336.4,11437.599999999999
1319,2026-07-08,South,Home & Kitchen,28.0,497.1,13918.800000000001
1320,2026-06-18,South,Home & Kitchen,15.0,332.61,4989.150000000001
1321,2026-06-10,East,Electronics,26.0,281.1,7308.6
1322,2026-03-09,West,Beauty,37.0,366.67,13566.79
1323,2026-02-02,East,Sports,29.0,235.28,6823.12
1324,2026-05-22,North,Electronics,22.0,34.77,764.94
1325,2026-01-21,East,Electronics,4.0,283.34,1133.36
1326,2026-02-17,North,Sports,20.0,479.02,9580.4
1327,2026-05-28,South,Home & Kitchen,32.0,91.77,2936.64
1328,2026-05-08,West,Clothing,36.0,346.55,12475.800000000001
1329,2026-05-16,West,Beauty,4.0,104.46,417.84
1330,2026-05-15,West,Clothing,27.0,270.23,7296.210000000001
1331,2026-07-14,South,Sports,17.0,52.85,898.45
1332,2026-05-25,West,Electronics,12.0,227.93,2735.16
1333,2026-05-08,West,Electronics,26.0,379.3,9861.800000000001
1334,2026-02-02,West,Beauty,17.0,177.05,3009.8500000000004
1335,2026-06-25,North,Electronics,10.0,334.13,3341.3
1336,2026-07-06,West,Electronics,1.0,398.75,398.75
1337,2026-04-25,South,Beauty,22.0,463.95,10206.9
1338,2026-04-29,West,Beauty,26.0,233.715,6076.59
1339,2026-01-22,West,Sports,18.0,202.66,3647.88
1340,2026-06-07,South,Electronics,14.0,80.45,1126.3
1341,2026-02-07,West,Electronics,47.0,496.28,23325.16
1342,2026-04-19,South,Sports,29.0,227.005,6583.1449999999995
1343,2026-02-20,West,Home & Kitchen,12.0,272.28,3267.3599999999997
1344,2026-07-01,South,Home & Kitchen,36.0,421.81,15185.16
1345,2026-01-08,West,Home & Kitchen,35.0,262.87,9200.45
1346,2026-01-27,West,Sports,12.0,313.67,3764.04
1347,2026-01-27,North,Electronics,7.0,49.12,343.84
1348,2026-01-21,North,Sports,29.0,378.86,10986.94
1349,2026-01-30,West,Sports,11.0,68.22,750.42
1350,2026-04-07,West,Home & Kitchen,33.0,413.9,13658.699999999999
1351,2026-01-28,East,Clothing,6.0,392.1,2352.6000000000004
1352,2026-04-21,South,Electronics,47.0,355.83,16724.01
1353,2026-07-11,East,Home & Kitchen,15.0,22.9,343.5
1354,2026-07-16,North,Clothing,32.0,155.05,4961.6
1355,2026-03-02,North,Clothing,11.0,135.24,1487.64
1356,2026-02-17,North,Beauty,23.0,183.27,4215.21
1357,2026-05-27,North,Electronics,26.0,48.38,1257.88
1358,2026-01-04,West,Clothing,34.0,468.79,15938.86
1359,2026-02-04,North,Home & Kitchen,46.0,279.13,12839.98
1360,2026-07-11,West,Beauty,34.0,156.23,5311.82
1361,2026-02-18,West,Electronics,29.0,201.51,5843.79
1362,2026-01-17,North,Sports,4.0,226.37,905.48
1363,2026-06-21,North,Home & Kitchen,17.0,302.29,5138.93
1364,2026-06-07,South,Clothing,35.0,260.26,9109.1
1365,2026-02-15,East,Clothing,13.0,460.1,5981.3
1366,2026-04-27,North,Home & Kitchen,41.0,251.0,10291.0
1367,2026-01-06,South,Clothing,39.0,496.12,19348.68
1368,2026-04-09,South,Beauty,15.0,426.46,6396.9
1369,2026-05-04,East,Electronics,29.0,108.21,3138.0899999999997
1370,2026-02-06,West,Beauty,29.0,465.64,13503.56
1371,2026-01-24,North,Clothing,11.0,62.6,688.6
1372,2026-04-03,East,Sports,32.0,409.64,13108.48
1373,2026-02-15,North,Electronics,2.0,193.41,386.82
1374,2026-06-30,South,Electronics,47.0,439.6,20661.2
1375,2026-04-05,South,Home & Kitchen,14.0,434.69,6085.66
1376,2026-04-09,West,Home & Kitchen,20.0,403.93,8078.6
1377,2026-07-07,South,Sports,22.0,396.07,8713.539999999999
1378,2026-04-26,South,Electronics,11.0,155.82,1714.02
1379,2026-07-10,East,Sports,27.0,45.06,1216.6200000000001
1380,2026-06-09,North,Home & Kitchen,3.0,204.48,613.4399999999999
1381,2026-06-10,North,Home & Kitchen,17.0,90.89,1545.13
1382,2026-03-08,East,Electronics,44.0,349.0,15356.0
1383,2026-05-08,West,Beauty,28.0,176.32,4936.96
1384,2026-01-18,North,Clothing,29.0,487.93,14149.97
1385,2026-01-25,North,Home & Kitchen,21.0,322.28,6767.879999999999
1386,2026-02-23,North,Home & Kitchen,47.0,412.13,19370.11
1387,2026-02-27,South,Beauty,16.0,70.6,1129.6
1388,2026-03-08,West,Beauty,37.0,233.715,8647.455
1389,2026-04-14,East,Sports,20.0,461.76,9235.2
1390,2026-06-23,North,Sports,6.0,246.1,1476.6
1391,2026-01-24,East,Clothing,19.0,305.1,5796.900000000001
1392,2026-04-24,North,Clothing,5.0,383.58,1917.8999999999999
1393,2026-02-01,South,Electronics,3.0,91.55,274.65
1394,2026-06-24,East,Sports,1.0,253.77,253.77
1395,2026-03-27,North,Home & Kitchen,38.0,202.34,7688.92
1396,2026-05-31,South,Sports,15.0,77.46,1161.8999999999999
1397,2026-07-13,East,Home & Kitchen,34.0,186.93,6355.62
1398,2026-05-07,East,Beauty,35.0,38.75,1356.25
1399,2026-06-04,North,Sports,49.0,17.78,871.22
1400,2026-05-10,North,Beauty,25.0,71.91,1797.75
1401,2026-01-17,North,Clothing,24.0,481.74,11561.76
1402,2026-04-14,South,Clothing,12.0,277.02,3324.24
1403,2026-06-10,North,Electronics,18.0,483.08,8695.44
1404,2026-05-17,East,Sports,15.0,219.09,3286.35
1405,2026-02-12,East,Beauty,44.0,159.35,7011.4
1406,2026-06-25,North,Home & Kitchen,16.0,255.54,4088.64
1407,2026-02-08,North,Clothing,27.0,222.56,6009.12
1408,2026-06-19,West,Clothing,8.0,57.3,458.4
1409,2026-01-26,East,Home & Kitchen,46.0,322.21,14821.66
1410,2026-04-09,South,Beauty,25.0,111.94,2798.5
1411,2026-02-19,West,Beauty,17.0,311.7,5298.9
1412,2026-06-02,North,Sports,29.0,326.85,9478.650000000001
1413,2026-06-01,North,Sports,8.0,80.25,642.0
1414,2026-01-13,East,Electronics,15.0,35.37,530.55
1415,2026-03-01,North,Clothing,27.0,391.48,10569.960000000001
1416,2026-05-15,South,Sports,46.0,232.6,10699.6
1417,2026-02-26,East,Beauty,7.0,33.79,236.53
1418,2026-02-05,North,Home & Kitchen,3.0,497.46,1492.3799999999999
1419,2026-06-22,East,Beauty,29.0,33.6,974.4000000000001
1420,2026-01-20,North,Clothing,44.0,349.04,15357.76
1421,2026-03-06,North,Beauty,24.0,491.92,11806.08
1422,2026-01-08,North,Electronics,72.5,123.39,8945.775
1423,2026-05-24,South,Clothing,20.0,75.41,1508.1999999999998
1424,2026-05-22,South,Home & Kitchen,46.0,65.09,2994.1400000000003
1425,2026-04-25,East,Electronics,15.0,155.12,2326.8
1426,2026-05-23,North,Clothing,25.0,55.02,1375.5
1427,2026-04-02,North,Home & Kitchen,30.0,347.62,10428.6
1428,2026-04-08,South,Electronics,14.0,35.83,501.62
1429,2026-03-07,North,Electronics,7.0,257.16,1800.1200000000001
1430,2026-02-01,South,Clothing,17.0,498.36,8472.12
1431,2026-07-10,North,Sports,44.0,407.92,17948.48
1432,2026-03-27,East,Electronics,20.0,309.53,6190.599999999999
1433,2026-02-20,North,Electronics,36.0,156.6,5637.599999999999
1434,2026-06-02,North,Home & Kitchen,9.0,313.83,2824.47
1435,2026-07-05,West,Beauty,38.0,265.89,10103.82
1436,2026-03-04,South,Clothing,48.0,215.91,10363.68
1437,2026-07-09,North,Clothing,22.0,69.7,1533.4
1438,2026-05-05,North,Sports,26.0,443.87,11540.62
1439,2026-05-30,West,Sports,24.0,227.64,5463.36
1440,2026-02-27,West,Clothing,8.0,270.23,2161.84
1441,2026-02-27,South,Sports,11.0,187.04,2057.44
1442,2026-03-27,West,Home & Kitchen,13.0,209.99,2729.87
1443,2026-02-18,East,Clothing,17.0,414.63,7048.71
1444,2026-06-29,West,Sports,8.0,368.14,2945.12
1445,2026-06-19,East,Clothing,21.0,385.81,8102.01
1446,2026-03-11,South,Beauty,18.0,10.46,188.28000000000003
